"subject","procedure","pSwitch","stim","trial","taskcode","transition","rt","error","errortrim"
10,"cuedproc",0.5,2,7,"error","Switch",1160,1,1
10,"cuedproc",0.5,9,8,"parity","Rep",1720,0,1
10,"cuedproc",0.5,3,9,"parity","Rep",2014,0,0
10,"cuedproc",0.5,1,10,"error","Switch",1104,1,1
10,"cuedproc",0.5,1,11,"parity","Switch",859,0,1
10,"cuedproc",0.5,7,12,"error","Rep",1159,1,1
10,"cuedproc",0.5,4,13,"parity","Rep",1440,0,1
10,"cuedproc",0.5,9,14,"mag","Switch",1019,0,0
10,"cuedproc",0.5,7,15,"error","Switch",1831,1,1
10,"cuedproc",0.5,8,16,"error","Rep",651,1,1
10,"cuedproc",0.5,4,17,"parity","Rep",1034,0,1
10,"cuedproc",0.8,3,2,"mag","Switch",633,0,0
10,"cuedproc",0.8,3,3,"mag","Rep",686,0,0
10,"cuedproc",0.8,8,4,"mag","Rep",673,0,0
10,"cuedproc",0.8,3,5,"mag","Rep",453,0,0
10,"cuedproc",0.8,8,6,"parity","Switch",891,0,0
10,"cuedproc",0.8,1,7,"mag","Switch",501,0,0
10,"cuedproc",0.8,1,8,"parity","Switch",528,0,0
10,"cuedproc",0.8,8,9,"mag","Switch",1018,0,0
10,"cuedproc",0.8,2,10,"parity","Switch",1326,0,0
10,"cuedproc",0.8,3,11,"mag","Switch",1182,0,0
10,"cuedproc",0.8,9,12,"error","Switch",586,1,1
10,"cuedproc",0.8,7,13,"mag","Switch",1333,0,1
10,"cuedproc",0.8,4,14,"error","Switch",1139,1,1
10,"cuedproc",0.8,4,15,"mag","Switch",1324,0,1
10,"cuedproc",0.8,9,16,"parity","Switch",732,0,0
10,"cuedproc",0.8,4,17,"mag","Switch",1173,0,0
10,"cuedproc",0.1,1,2,"parity","Switch",680,0,0
10,"cuedproc",0.1,9,3,"mag","Switch",875,0,0
10,"cuedproc",0.1,1,4,"mag","Rep",606,0,0
10,"cuedproc",0.1,2,5,"mag","Rep",612,0,0
10,"cuedproc",0.1,9,6,"parity","Switch",1490,0,0
10,"cuedproc",0.1,9,7,"parity","Rep",939,0,0
10,"cuedproc",0.1,2,8,"parity","Rep",739,0,0
10,"cuedproc",0.1,8,9,"parity","Rep",932,0,0
10,"cuedproc",0.1,6,10,"parity","Rep",1572,0,0
10,"cuedproc",0.1,7,11,"parity","Rep",721,0,0
10,"cuedproc",0.1,1,12,"parity","Rep",586,0,0
10,"cuedproc",0.1,8,13,"parity","Rep",754,0,0
10,"cuedproc",0.1,9,14,"parity","Rep",1090,0,0
10,"cuedproc",0.1,4,15,"parity","Rep",636,0,0
10,"cuedproc",0.1,3,16,"parity","Rep",489,0,0
10,"cuedproc",0.1,8,17,"parity","Rep",317,0,0
10,"cuedproc",1,8,2,"mag","Switch",2548,0,0
10,"cuedproc",1,9,3,"error","Switch",575,1,1
10,"cuedproc",1,3,4,"mag","Switch",577,0,1
10,"cuedproc",1,8,5,"parity","Switch",761,0,0
10,"cuedproc",1,2,6,"mag","Switch",864,0,0
10,"cuedproc",1,4,7,"parity","Switch",1923,0,0
10,"cuedproc",1,4,8,"mag","Switch",881,0,0
10,"cuedproc",1,3,9,"error","Switch",539,1,1
10,"cuedproc",1,1,10,"mag","Switch",1111,0,1
10,"cuedproc",1,1,11,"parity","Switch",912,0,0
10,"cuedproc",1,9,12,"mag","Switch",1305,0,0
10,"cuedproc",1,2,13,"parity","Switch",777,0,0
10,"cuedproc",1,9,14,"mag","Switch",3752,0,0
10,"cuedproc",1,8,15,"error","Switch",758,1,1
10,"cuedproc",1,2,16,"error","Switch",969,1,1
10,"cuedproc",1,8,17,"parity","Switch",1114,0,1
10,"cuedproc",0.4,2,2,"parity","Switch",1179,0,0
10,"cuedproc",0.4,9,3,"parity","Rep",1024,0,0
10,"cuedproc",0.4,2,4,"parity","Rep",813,0,0
10,"cuedproc",0.4,9,5,"mag","Switch",890,0,0
10,"cuedproc",0.4,1,6,"error","Rep",556,1,1
10,"cuedproc",0.4,8,7,"parity","Switch",1432,0,1
10,"cuedproc",0.4,4,8,"error","Rep",1082,1,1
10,"cuedproc",0.4,9,9,"error","Rep",454,1,1
10,"cuedproc",0.4,6,10,"error","Rep",1989,1,1
10,"cuedproc",0.4,7,11,"mag","Switch",706,0,1
10,"cuedproc",0.4,3,12,"mag","Rep",1429,0,0
10,"cuedproc",0.4,6,13,"parity","Switch",1032,0,0
10,"cuedproc",0.4,4,14,"parity","Rep",532,0,0
10,"cuedproc",0.4,8,15,"error","Switch",893,1,1
10,"cuedproc",0.4,1,16,"mag","Rep",786,0,1
10,"cuedproc",0.4,6,17,"mag","Rep",457,0,0
10,"cuedproc",0.1,1,2,"parity","Rep",659,0,1
10,"cuedproc",0.1,7,3,"parity","Rep",680,0,0
10,"cuedproc",0.1,7,4,"parity","Rep",611,0,0
10,"cuedproc",0.1,9,5,"parity","Rep",505,0,0
10,"cuedproc",0.1,8,6,"parity","Rep",612,0,0
10,"cuedproc",0.1,9,7,"parity","Rep",842,0,0
10,"cuedproc",0.1,2,8,"parity","Rep",775,0,0
10,"cuedproc",0.1,6,9,"parity","Rep",1421,0,0
10,"cuedproc",0.1,4,10,"error","Rep",1328,1,1
10,"cuedproc",0.1,7,11,"parity","Rep",714,0,1
10,"cuedproc",0.1,2,12,"parity","Rep",908,0,0
10,"cuedproc",0.1,8,13,"error","Rep",597,1,1
10,"cuedproc",0.1,8,14,"parity","Rep",550,0,1
10,"cuedproc",0.1,8,15,"mag","Switch",815,0,0
10,"cuedproc",0.1,1,16,"mag","Rep",556,0,0
10,"cuedproc",0.1,2,17,"error","Rep",629,1,1
10,"cuedproc",0.5,9,2,"mag","Switch",1603,0,0
10,"cuedproc",0.5,9,3,"mag","Rep",534,0,0
10,"cuedproc",0.5,2,4,"error","Rep",1192,1,1
10,"cuedproc",0.5,2,5,"mag","Rep",1216,0,1
10,"cuedproc",0.5,8,6,"mag","Rep",651,0,0
10,"cuedproc",0.5,2,7,"parity","Switch",1176,0,0
10,"cuedproc",0.5,9,8,"mag","Switch",750,0,0
10,"cuedproc",0.5,2,9,"parity","Switch",902,0,0
10,"cuedproc",0.5,2,10,"mag","Switch",1504,0,0
10,"cuedproc",0.5,3,11,"parity","Switch",679,0,0
10,"cuedproc",0.5,8,12,"mag","Switch",1931,0,0
10,"cuedproc",0.5,7,13,"parity","Switch",2287,0,0
10,"cuedproc",0.5,7,14,"error","Switch",700,1,1
10,"cuedproc",0.5,3,15,"parity","Switch",849,0,1
10,"cuedproc",0.5,3,16,"mag","Switch",501,0,0
10,"cuedproc",0.5,3,17,"parity","Switch",480,0,0
10,"cuedproc",0,9,2,"parity","Rep",682,0,0
10,"cuedproc",0,3,3,"error","Rep",749,1,1
10,"cuedproc",0,6,4,"error","Rep",1264,1,1
10,"cuedproc",0,6,5,"parity","Rep",636,0,1
10,"cuedproc",0,4,6,"parity","Rep",553,0,0
10,"cuedproc",0,3,7,"error","Rep",394,1,1
10,"cuedproc",0,7,8,"parity","Rep",803,0,1
10,"cuedproc",0,2,9,"parity","Rep",609,0,0
10,"cuedproc",0,2,10,"mag","Switch",1224,0,0
10,"cuedproc",0,2,11,"mag","Rep",1204,0,0
10,"cuedproc",0,2,12,"mag","Rep",513,0,0
10,"cuedproc",0,6,13,"mag","Rep",947,0,0
10,"cuedproc",0,9,14,"mag","Rep",714,0,0
10,"cuedproc",0,3,15,"mag","Rep",764,0,0
10,"cuedproc",0,9,16,"mag","Rep",539,0,0
10,"cuedproc",0,8,17,"mag","Rep",533,0,0
10,"cuedproc",0.2,8,2,"parity","Rep",995,0,0
10,"cuedproc",0.2,6,3,"parity","Rep",624,0,0
10,"cuedproc",0.2,6,4,"mag","Switch",1854,0,0
10,"cuedproc",0.2,9,5,"mag","Rep",927,0,0
10,"cuedproc",0.2,7,6,"mag","Rep",808,0,0
10,"cuedproc",0.2,8,7,"error","Rep",1286,1,1
10,"cuedproc",0.2,2,8,"error","Rep",425,1,1
10,"cuedproc",0.2,6,9,"mag","Rep",2202,0,1
10,"cuedproc",0.2,9,10,"mag","Rep",491,0,0
10,"cuedproc",0.2,2,11,"mag","Rep",679,0,0
10,"cuedproc",0.2,6,12,"parity","Switch",1058,0,0
10,"cuedproc",0.2,7,13,"parity","Rep",1237,0,0
10,"cuedproc",0.2,3,14,"parity","Rep",1592,0,0
10,"cuedproc",0.2,4,15,"parity","Rep",492,0,0
10,"cuedproc",0.2,7,16,"parity","Rep",528,0,0
10,"cuedproc",0.2,2,17,"mag","Switch",1074,0,0
10,"cuedproc",0.7,9,2,"mag","Switch",1265,0,0
10,"cuedproc",0.7,3,3,"parity","Switch",530,0,0
10,"cuedproc",0.7,6,4,"parity","Rep",1580,0,0
10,"cuedproc",0.7,9,5,"mag","Switch",1457,0,0
10,"cuedproc",0.7,7,6,"mag","Rep",657,0,0
10,"cuedproc",0.7,1,7,"parity","Switch",1566,0,0
10,"cuedproc",0.7,4,8,"parity","Rep",611,0,0
10,"cuedproc",0.7,4,9,"mag","Switch",3649,0,0
10,"cuedproc",0.7,2,10,"parity","Switch",803,0,0
10,"cuedproc",0.7,8,11,"mag","Switch",3073,0,0
10,"cuedproc",0.7,2,12,"error","Switch",2101,1,1
10,"cuedproc",0.7,2,13,"mag","Switch",1221,0,1
10,"cuedproc",0.7,1,14,"parity","Switch",576,0,0
10,"cuedproc",0.7,3,15,"mag","Switch",656,0,0
10,"cuedproc",0.7,6,16,"mag","Rep",1908,0,0
10,"cuedproc",0.7,2,17,"error","Switch",859,1,1
10,"cuedproc",0.3,8,2,"error","Switch",858,1,1
10,"cuedproc",0.3,3,3,"error","Switch",440,1,1
10,"cuedproc",0.3,4,4,"parity","Rep",1656,0,1
10,"cuedproc",0.3,2,5,"parity","Rep",897,0,0
10,"cuedproc",0.3,4,6,"mag","Switch",826,0,0
10,"cuedproc",0.3,6,7,"parity","Switch",1263,0,0
10,"cuedproc",0.3,7,8,"mag","Switch",2105,0,0
10,"cuedproc",0.3,2,9,"error","Switch",1262,1,1
10,"cuedproc",0.3,8,10,"parity","Rep",419,0,1
10,"cuedproc",0.3,6,11,"parity","Rep",954,0,0
10,"cuedproc",0.3,6,12,"parity","Rep",729,0,0
10,"cuedproc",0.3,1,13,"parity","Rep",682,0,0
10,"cuedproc",0.3,7,14,"mag","Switch",1213,0,0
10,"cuedproc",0.3,3,15,"parity","Switch",777,0,0
10,"cuedproc",0.3,3,16,"parity","Rep",688,0,0
10,"cuedproc",0.3,3,17,"parity","Rep",715,0,0
10,"cuedproc",0.4,2,2,"parity","Switch",736,0,0
10,"cuedproc",0.4,7,3,"parity","Rep",481,0,0
10,"cuedproc",0.4,1,4,"error","Switch",461,1,1
10,"cuedproc",0.4,4,5,"parity","Switch",1044,0,1
10,"cuedproc",0.4,6,6,"error","Switch",1040,1,1
10,"cuedproc",0.4,2,7,"parity","Switch",862,0,1
10,"cuedproc",0.4,3,8,"error","Switch",513,1,1
10,"cuedproc",0.4,3,9,"mag","Rep",686,0,1
10,"cuedproc",0.4,8,10,"error","Switch",3001,1,1
10,"cuedproc",0.4,1,11,"parity","Rep",945,0,1
10,"cuedproc",0.4,3,12,"parity","Rep",584,0,0
10,"cuedproc",0.4,2,13,"mag","Switch",1296,0,0
10,"cuedproc",0.4,2,14,"parity","Switch",544,0,0
10,"cuedproc",0.4,2,15,"parity","Rep",537,0,0
10,"cuedproc",0.4,9,16,"parity","Rep",1307,0,0
10,"cuedproc",0.4,7,17,"mag","Switch",1211,0,0
10,"cuedproc",0.6,6,2,"parity","Switch",1548,0,0
10,"cuedproc",0.6,6,3,"error","Switch",786,1,1
10,"cuedproc",0.6,1,4,"parity","Switch",2643,0,1
10,"cuedproc",0.6,7,5,"mag","Switch",2745,0,0
10,"cuedproc",0.6,3,6,"parity","Switch",595,0,0
10,"cuedproc",0.6,7,7,"parity","Rep",1226,0,0
10,"cuedproc",0.6,4,8,"mag","Switch",1222,0,0
10,"cuedproc",0.6,8,9,"mag","Rep",641,0,0
10,"cuedproc",0.6,8,10,"parity","Switch",751,0,0
10,"cuedproc",0.6,7,11,"error","Switch",1015,1,1
10,"cuedproc",0.6,3,12,"parity","Switch",974,0,1
10,"cuedproc",0.6,7,13,"mag","Switch",787,0,0
10,"cuedproc",0.6,3,14,"mag","Rep",739,0,0
10,"cuedproc",0.6,4,15,"mag","Rep",875,0,0
10,"cuedproc",0.6,2,16,"parity","Switch",870,0,0
10,"cuedproc",0.6,3,17,"parity","Rep",713,0,0
10,"cuedproc",0.8,6,2,"parity","Switch",609,0,0
10,"cuedproc",0.8,1,3,"mag","Switch",432,0,0
10,"cuedproc",0.8,9,4,"mag","Rep",1518,0,0
10,"cuedproc",0.8,7,5,"mag","Rep",1045,0,0
10,"cuedproc",0.8,6,6,"error","Switch",816,1,1
10,"cuedproc",0.8,1,7,"error","Switch",623,1,1
10,"cuedproc",0.8,7,8,"parity","Switch",1992,0,1
10,"cuedproc",0.8,7,9,"mag","Switch",1498,0,0
10,"cuedproc",0.8,3,10,"parity","Switch",610,0,0
10,"cuedproc",0.8,1,11,"error","Switch",712,1,1
10,"cuedproc",0.8,2,12,"parity","Switch",988,0,1
10,"cuedproc",0.8,3,13,"mag","Switch",1394,0,0
10,"cuedproc",0.8,8,14,"parity","Switch",1239,0,0
10,"cuedproc",0.8,8,15,"mag","Switch",802,0,0
10,"cuedproc",0.8,8,16,"parity","Switch",592,0,0
10,"cuedproc",0.8,1,17,"mag","Switch",1216,0,0
10,"cuedproc",0.9,7,2,"parity","Rep",636,0,0
10,"cuedproc",0.9,1,3,"error","Switch",810,1,1
10,"cuedproc",0.9,8,4,"parity","Switch",1698,0,1
10,"cuedproc",0.9,1,5,"mag","Switch",937,0,0
10,"cuedproc",0.9,3,6,"parity","Switch",897,0,0
10,"cuedproc",0.9,6,7,"mag","Switch",499,0,0
10,"cuedproc",0.9,4,8,"error","Switch",766,1,1
10,"cuedproc",0.9,8,9,"mag","Switch",1895,0,1
10,"cuedproc",0.9,8,10,"parity","Switch",518,0,0
10,"cuedproc",0.9,4,11,"mag","Switch",689,0,0
10,"cuedproc",0.9,7,12,"parity","Switch",1028,0,0
10,"cuedproc",0.9,6,13,"mag","Switch",688,0,0
10,"cuedproc",0.9,7,14,"error","Switch",2987,1,1
10,"cuedproc",0.9,8,15,"mag","Switch",1149,0,1
10,"cuedproc",0.9,9,16,"mag","Rep",467,0,0
10,"cuedproc",0.9,2,17,"parity","Switch",512,0,0
10,"cuedproc",1,1,2,"parity","Switch",964,0,1
10,"cuedproc",1,3,3,"mag","Switch",1042,0,0
10,"cuedproc",1,1,4,"error","Switch",846,1,1
10,"cuedproc",1,7,5,"error","Switch",675,1,1
10,"cuedproc",1,9,6,"parity","Switch",1553,0,1
10,"cuedproc",1,8,7,"mag","Switch",1199,0,0
10,"cuedproc",1,9,8,"parity","Switch",939,0,0
10,"cuedproc",1,1,9,"mag","Switch",748,0,0
10,"cuedproc",1,4,11,"mag","Switch",1423,0,0
10,"cuedproc",1,4,12,"parity","Switch",842,0,0
10,"cuedproc",1,7,13,"error","Switch",3342,1,1
10,"cuedproc",1,2,14,"error","Switch",2033,1,1
10,"cuedproc",1,3,15,"mag","Switch",931,0,1
10,"cuedproc",1,9,16,"parity","Switch",1523,0,0
10,"cuedproc",1,6,17,"mag","Switch",1306,0,0
10,"cuedproc",0.9,3,2,"parity","Switch",942,0,0
10,"cuedproc",0.9,8,3,"mag","Switch",1294,0,0
10,"cuedproc",0.9,2,4,"parity","Switch",823,0,0
10,"cuedproc",0.9,3,5,"mag","Switch",3604,0,0
10,"cuedproc",0.9,2,6,"parity","Switch",1544,0,0
10,"cuedproc",0.9,4,7,"mag","Switch",1118,0,0
10,"cuedproc",0.9,1,9,"mag","Switch",1144,0,0
10,"cuedproc",0.9,8,10,"parity","Switch",887,0,0
10,"cuedproc",0.9,7,11,"error","Switch",601,1,1
10,"cuedproc",0.9,4,12,"parity","Switch",2834,0,1
10,"cuedproc",0.9,8,13,"error","Switch",720,1,1
10,"cuedproc",0.9,3,14,"parity","Switch",956,0,1
10,"cuedproc",0.9,6,15,"parity","Rep",739,0,0
10,"cuedproc",0.9,6,16,"error","Switch",836,1,1
10,"cuedproc",0.9,6,17,"parity","Switch",899,0,1
10,"cuedproc",0.1,9,2,"mag","Rep",145,0,1
10,"cuedproc",0.1,4,3,"mag","Rep",1306,0,0
10,"cuedproc",0.1,8,4,"mag","Rep",922,0,0
10,"cuedproc",0.1,8,5,"mag","Rep",571,0,0
10,"cuedproc",0.1,8,6,"mag","Rep",603,0,0
10,"cuedproc",0.1,7,7,"parity","Switch",1978,0,0
10,"cuedproc",0.1,4,8,"parity","Rep",1669,0,0
10,"cuedproc",0.1,1,9,"parity","Rep",982,0,0
10,"cuedproc",0.1,6,10,"parity","Rep",948,0,0
10,"cuedproc",0.1,2,11,"mag","Switch",3523,0,0
10,"cuedproc",0.1,3,12,"parity","Switch",1155,0,0
10,"cuedproc",0.1,2,13,"mag","Switch",978,0,0
10,"cuedproc",0.1,8,14,"error","Rep",1184,1,1
10,"cuedproc",0.1,8,15,"mag","Rep",576,0,1
10,"cuedproc",0.1,2,16,"mag","Rep",696,0,0
10,"cuedproc",0,1,2,"error","Rep",2302,1,1
10,"cuedproc",0,7,3,"mag","Rep",1133,0,1
10,"cuedproc",0,2,4,"mag","Rep",1029,0,0
10,"cuedproc",0,7,5,"mag","Rep",3336,0,0
10,"cuedproc",0,2,7,"mag","Rep",844,0,0
10,"cuedproc",0,8,8,"mag","Rep",817,0,0
10,"cuedproc",0,1,9,"mag","Rep",581,0,0
10,"cuedproc",0,1,10,"mag","Rep",501,0,0
10,"cuedproc",0,6,11,"mag","Rep",840,0,0
10,"cuedproc",0,9,12,"mag","Rep",508,0,0
10,"cuedproc",0,2,13,"mag","Rep",607,0,0
10,"cuedproc",0,3,14,"mag","Rep",502,0,0
10,"cuedproc",0,1,15,"mag","Rep",457,0,0
10,"cuedproc",0,8,16,"mag","Rep",654,0,0
10,"cuedproc",0,7,17,"error","Rep",595,1,1
10,"cuedproc",1,7,2,"mag","Switch",852,0,0
10,"cuedproc",1,8,3,"parity","Switch",3032,0,0
10,"cuedproc",1,3,4,"mag","Switch",1302,0,0
10,"cuedproc",1,2,5,"parity","Switch",894,0,0
10,"cuedproc",1,8,6,"error","Switch",792,1,1
10,"cuedproc",1,6,7,"parity","Switch",649,0,1
10,"cuedproc",1,7,8,"mag","Switch",1270,0,0
10,"cuedproc",1,6,9,"parity","Switch",552,0,0
10,"cuedproc",1,1,10,"mag","Switch",736,0,0
10,"cuedproc",1,6,11,"parity","Switch",537,0,0
10,"cuedproc",1,8,12,"error","Switch",883,1,1
10,"cuedproc",1,7,13,"parity","Switch",1472,0,1
10,"cuedproc",1,3,14,"mag","Switch",737,0,0
10,"cuedproc",1,8,15,"parity","Switch",825,0,0
10,"cuedproc",1,7,16,"mag","Switch",678,0,0
10,"cuedproc",1,3,17,"parity","Switch",961,0,0
10,"cuedproc",0.8,2,2,"mag","Rep",992,0,0
10,"cuedproc",0.8,2,3,"parity","Switch",822,0,0
10,"cuedproc",0.8,8,4,"parity","Rep",619,0,0
10,"cuedproc",0.8,8,5,"mag","Switch",1097,0,0
10,"cuedproc",0.8,7,6,"mag","Rep",882,0,0
10,"cuedproc",0.8,1,7,"parity","Switch",1253,0,0
10,"cuedproc",0.8,2,8,"mag","Switch",1319,0,0
10,"cuedproc",0.8,3,9,"parity","Switch",791,0,0
10,"cuedproc",0.8,9,10,"mag","Switch",1349,0,0
10,"cuedproc",0.8,3,11,"mag","Rep",948,0,0
10,"cuedproc",0.8,1,12,"parity","Switch",1315,0,0
10,"cuedproc",0.8,9,13,"mag","Switch",939,0,0
10,"cuedproc",0.8,7,14,"mag","Rep",1483,0,0
10,"cuedproc",0.8,3,15,"parity","Switch",699,0,0
10,"cuedproc",0.8,8,16,"mag","Switch",1405,0,0
10,"cuedproc",0.8,4,17,"mag","Rep",561,0,0
10,"cuedproc",0.7,7,2,"parity","Switch",925,0,0
10,"cuedproc",0.7,4,3,"parity","Rep",862,0,0
10,"cuedproc",0.7,4,4,"mag","Switch",1625,0,0
10,"cuedproc",0.7,8,5,"parity","Switch",619,0,0
10,"cuedproc",0.7,4,6,"mag","Switch",1041,0,0
10,"cuedproc",0.7,8,7,"parity","Switch",533,0,0
10,"cuedproc",0.7,3,8,"mag","Switch",911,0,0
10,"cuedproc",0.7,3,9,"mag","Rep",608,0,0
10,"cuedproc",0.7,3,10,"mag","Rep",454,0,0
10,"cuedproc",0.7,7,11,"parity","Switch",1148,0,0
10,"cuedproc",0.7,7,12,"error","Switch",666,1,1
10,"cuedproc",0.7,6,13,"parity","Switch",1136,0,1
10,"cuedproc",0.7,2,14,"error","Rep",808,1,1
10,"cuedproc",0.7,3,15,"parity","Rep",752,0,1
10,"cuedproc",0.7,4,16,"mag","Switch",1136,0,0
10,"cuedproc",0.7,7,17,"parity","Switch",1944,0,0
10,"cuedproc",0.3,3,2,"mag","Rep",855,0,0
10,"cuedproc",0.3,6,3,"parity","Switch",978,0,0
10,"cuedproc",0.3,8,4,"error","Switch",624,1,1
10,"cuedproc",0.3,3,5,"mag","Rep",721,0,1
10,"cuedproc",0.3,3,6,"mag","Rep",441,0,0
10,"cuedproc",0.3,6,7,"parity","Switch",1255,0,0
10,"cuedproc",0.3,6,8,"parity","Rep",562,0,0
10,"cuedproc",0.3,6,9,"error","Switch",778,1,1
10,"cuedproc",0.3,8,10,"mag","Rep",635,0,1
10,"cuedproc",0.3,2,11,"mag","Rep",616,0,0
10,"cuedproc",0.3,4,12,"mag","Rep",1734,0,0
10,"cuedproc",0.3,2,13,"error","Rep",604,1,1
10,"cuedproc",0.3,2,14,"mag","Rep",477,0,1
10,"cuedproc",0.3,3,15,"mag","Rep",576,0,0
10,"cuedproc",0.3,3,16,"parity","Switch",496,0,0
10,"cuedproc",0.3,4,17,"mag","Switch",780,0,0
10,"cuedproc",0.5,2,2,"parity","Switch",1242,0,0
10,"cuedproc",0.5,3,3,"parity","Rep",1078,0,0
10,"cuedproc",0.5,2,4,"mag","Switch",1096,0,0
10,"cuedproc",0.5,7,5,"parity","Switch",505,0,0
10,"cuedproc",0.5,8,6,"mag","Switch",1300,0,0
10,"cuedproc",0.5,8,7,"mag","Rep",444,0,0
10,"cuedproc",0.5,1,8,"parity","Switch",578,0,0
10,"cuedproc",0.5,7,9,"error","Rep",1369,1,1
10,"cuedproc",0.5,4,10,"error","Rep",609,1,1
10,"cuedproc",0.5,4,11,"parity","Rep",1033,0,1
10,"cuedproc",0.5,6,12,"parity","Rep",620,0,0
10,"cuedproc",0.5,7,13,"error","Switch",498,1,1
10,"cuedproc",0.5,3,14,"mag","Rep",760,0,1
10,"cuedproc",0.5,1,15,"parity","Switch",680,0,0
10,"cuedproc",0.5,7,16,"mag","Switch",1107,0,0
10,"cuedproc",0.5,4,17,"mag","Rep",668,0,0
10,"cuedproc",0.4,4,2,"parity","Switch",761,0,0
10,"cuedproc",0.4,9,3,"error","Rep",841,1,1
10,"cuedproc",0.4,3,4,"mag","Switch",703,0,1
10,"cuedproc",0.4,6,5,"parity","Switch",1066,0,0
10,"cuedproc",0.4,4,6,"error","Rep",636,1,1
10,"cuedproc",0.4,2,7,"mag","Switch",1124,0,1
10,"cuedproc",0.4,1,8,"mag","Rep",516,0,0
10,"cuedproc",0.4,6,9,"parity","Switch",534,0,0
10,"cuedproc",0.4,9,10,"error","Switch",784,1,1
10,"cuedproc",0.4,2,11,"mag","Rep",569,0,1
10,"cuedproc",0.4,1,12,"parity","Switch",881,0,0
10,"cuedproc",0.4,2,13,"mag","Switch",940,0,0
10,"cuedproc",0.4,7,14,"mag","Rep",692,0,0
10,"cuedproc",0.4,7,15,"error","Switch",831,1,1
10,"cuedproc",0.4,9,16,"error","Switch",677,1,1
10,"cuedproc",0.4,4,17,"mag","Rep",1467,0,1
10,"cuedproc",0.2,2,2,"parity","Rep",603,0,0
10,"cuedproc",0.2,8,3,"parity","Rep",585,0,0
10,"cuedproc",0.2,4,4,"parity","Rep",681,0,0
10,"cuedproc",0.2,9,5,"parity","Rep",668,0,0
10,"cuedproc",0.2,7,6,"parity","Rep",672,0,0
10,"cuedproc",0.2,1,7,"parity","Rep",772,0,0
10,"cuedproc",0.2,3,8,"parity","Rep",539,0,0
10,"cuedproc",0.2,4,9,"error","Switch",717,1,1
10,"cuedproc",0.2,4,10,"mag","Rep",448,0,1
10,"cuedproc",0.2,3,11,"parity","Switch",342,0,0
10,"cuedproc",0.2,1,12,"parity","Rep",624,0,0
10,"cuedproc",0.2,8,13,"mag","Switch",2150,0,0
10,"cuedproc",0.2,6,14,"mag","Rep",961,0,0
10,"cuedproc",0.2,6,15,"mag","Rep",608,0,0
10,"cuedproc",0.2,8,16,"mag","Rep",615,0,0
10,"cuedproc",0.2,8,17,"parity","Switch",797,0,0
10,"cuedproc",0.6,1,2,"parity","Switch",912,0,1
10,"cuedproc",0.6,3,3,"error","Switch",648,1,1
10,"cuedproc",0.6,8,4,"error","Switch",455,1,1
10,"cuedproc",0.6,2,5,"mag","Switch",639,0,1
10,"cuedproc",0.6,7,6,"error","Rep",564,1,1
10,"cuedproc",0.6,3,7,"mag","Rep",677,0,1
10,"cuedproc",0.6,6,8,"mag","Rep",448,0,0
10,"cuedproc",0.6,6,9,"error","Rep",358,1,1
10,"cuedproc",0.6,6,10,"parity","Switch",474,0,1
10,"cuedproc",0.6,8,11,"parity","Rep",718,0,0
10,"cuedproc",0.6,9,12,"parity","Rep",2200,0,0
10,"cuedproc",0.6,4,13,"error","Switch",2297,1,1
10,"cuedproc",0.6,3,14,"parity","Switch",441,0,1
10,"cuedproc",0.6,8,15,"parity","Rep",567,0,0
10,"cuedproc",0.6,2,16,"mag","Switch",527,0,0
10,"cuedproc",0.6,8,17,"parity","Switch",544,0,0
11,"cuedproc",0.6,9,2,"error","Rep",1160,1,1
11,"cuedproc",0.6,3,5,"error","Rep",2637,1,1
11,"cuedproc",0.6,6,6,"parity","Rep",1270,0,1
11,"cuedproc",0.6,7,8,"parity","Rep",1009,0,0
11,"cuedproc",0.6,7,9,"parity","Rep",655,0,0
11,"cuedproc",0.6,4,10,"parity","Rep",1059,0,0
11,"cuedproc",0.6,4,11,"mag","Switch",2662,0,0
11,"cuedproc",0.6,9,12,"parity","Switch",2284,0,0
11,"cuedproc",0.6,6,14,"error","Switch",1365,1,1
11,"cuedproc",0.6,6,15,"parity","Rep",789,0,1
11,"cuedproc",0.2,4,2,"parity","Rep",1703,0,0
11,"cuedproc",0.2,4,3,"parity","Rep",470,0,0
11,"cuedproc",0.2,9,4,"parity","Rep",658,0,0
11,"cuedproc",0.2,6,5,"error","Switch",2415,1,1
11,"cuedproc",0.2,3,7,"error","Rep",1312,1,1
11,"cuedproc",0.2,6,10,"error","Rep",856,1,1
11,"cuedproc",0.2,6,11,"error","Rep",518,1,1
11,"cuedproc",0.2,3,12,"error","Rep",1091,1,1
11,"cuedproc",0.2,2,14,"parity","Rep",1056,0,0
11,"cuedproc",0.2,6,15,"parity","Rep",819,0,0
11,"cuedproc",0.2,1,16,"parity","Rep",1152,0,0
11,"cuedproc",0.2,8,17,"parity","Rep",2047,0,0
11,"cuedproc",0.5,8,2,"mag","Switch",1045,0,0
11,"cuedproc",0.5,1,3,"mag","Rep",1296,0,0
11,"cuedproc",0.5,2,4,"parity","Switch",2721,0,0
11,"cuedproc",0.5,1,5,"mag","Switch",1138,0,0
11,"cuedproc",0.5,1,6,"mag","Rep",498,0,0
11,"cuedproc",0.5,6,7,"mag","Rep",1013,0,0
11,"cuedproc",0.5,3,8,"mag","Rep",1033,0,0
